prompt_text,measure_id,measure_name,scale_id,item_id,item_preamble_id,item_postamble_id,response_scale_id,response_choice_postamble_id,model_id,model_output,valid_prob_mass,logprob_1,logprob_2,logprob_3,logprob_4,logprob_5
"For the following task, respond in a way that matches this description: ""I lived most of my life not knowing who Bob marley was. When I cut loose, I lose control. We help each other out in my family. I despise my boss. I work over 60 hours a week as a restaurant manager."". Regarding the statement, ""I love excitement"", please rate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-EXT,ipip22,d12-rg6,plk-ipip-9,likert5_numeric,none,llama2:7b-chat,5,0.9673506744503131,-5.194610595703125,-7.5090484619140625,-1.3181850910186768,-2.130955934524536,-0.5535385012626648
"For the following task, respond in a way that matches this description: ""I lived most of my life not knowing who Bob marley was. When I cut loose, I lose control. We help each other out in my family. I despise my boss. I work over 60 hours a week as a restaurant manager."". Regarding the statement, ""I stick to the rules"", please indicate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-AGR,ipip39,d12-rg6,plk-ipip-103,likert5_numeric,none,llama2:7b-chat,3,0.9778141826237032,-2.8738014698028564,-6.123037338256836,-0.8324748873710632,-2.3211777210235596,-0.9518939852714539
"For the following task, respond in a way that matches this description: ""I lived most of my life not knowing who Bob marley was. When I cut loose, I lose control. We help each other out in my family. I despise my boss. I work over 60 hours a week as a restaurant manager."". Thinking about the statement, ""I act without thinking"", please rate how accurately this describes you a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-CON,ipip270,d12-th2,plk-ipip-0,likert5_numeric,none,llama2:7b-chat,5,0.949241249477508,-6.508734226226807,-8.721108436584473,-2.082519769668579,-2.2240183353424072,-0.33575472235679626
"For the following task, respond in a way that matches this description: ""I lived most of my life not knowing who Bob marley was. When I cut loose, I lose control. We help each other out in my family. I despise my boss. I work over 60 hours a week as a restaurant manager."". Thinking about the statement, ""I believe laws should be strictly enforced"", please indicate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-OPE,ipip208,d12-th2,plk-ipip-3,likert5_numeric,none,llama2:7b-chat,5,0.9791969091865462,-4.734185218811035,-7.3943939208984375,-1.552108645439148,-2.0935935974121094,-0.45452678203582764
"For the following task, respond in a way that matches this description: ""I lived most of my life not knowing who Bob marley was. When I cut loose, I lose control. We help each other out in my family. I despise my boss. I work over 60 hours a week as a restaurant manager."". Thinking about the statement, ""I get to work at once"", please rate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-CON,ipip115,d12-th2,plk-ipip-9,likert5_numeric,none,llama2:7b-chat,5,0.9402219970926464,-4.186100006103516,-7.4240264892578125,-0.9450083374977112,-2.3914403915405273,-0.8113775849342346
"For the following task, respond in a way that matches this description: ""I lived most of my life not knowing who Bob marley was. When I cut loose, I lose control. We help each other out in my family. I despise my boss. I work over 60 hours a week as a restaurant manager."". Thinking about the statement, ""Is original, comes up with new ideas"", please rate how much you agree on a scale from 1 to 5 (where 1 = ""disagree strongly"", 2 = ""disagree a little"", 3 = ""neither agree nor disagree"", 4 = ""agree a little"", and 5 = ""agree strongly"").

RATING: ",BFI,Big Five Inventory,BFI-OPE,bf5,d12-th2,plk-bfi-9,likert5_numeric,none,llama2:7b-chat,5,0.9002161825857583,-4.3157782554626465,-8.384753227233887,-1.9397271871566772,-2.7161076068878174,-0.39044317603111267
"For the following task, respond in a way that matches this description: ""I lived most of my life not knowing who Bob marley was. When I cut loose, I lose control. We help each other out in my family. I despise my boss. I work over 60 hours a week as a restaurant manager."". Thinking about the statement, ""[REDACTED]"", please indicate to what extent this is or is not like you on a scale from 1 to 6 (where 1 = ""not like me at all"", 2 = ""not like me"", 3 = ""a little like me"", 4 = ""moderately like me"", 5 = ""like me"", and 6 = ""very much like me"").

RATING: ",PVQ,Portrait Values Questionnaire (PVQ-RR),SCRT,pvq35,d12-th2,plk-pvq-109,likert6_numeric,none,llama2:7b-chat,5,0.9721905349792717,-5.796176433563232,-8.207111358642578,-3.7059712409973145,-2.0525193214416504,-0.3102782964706421
"For the following task, respond in a way that matches this description: ""I love animals. My father worked for Ge. Green is my favorite color. I enjoy playing tennis. I'm an aspiring singer."". Considering the statement, ""I experience my emotions intensely"", please rate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-OPE,ipip13,d27-cs6,plk-ipip-9,likert5_numeric,none,llama2:7b-chat,5,0.9214926197319835,-7.79005241394043,-8.751786231994629,-2.2900216579437256,-2.19931960105896,-0.34421324729919434
"For the following task, respond in a way that matches this description: ""I love animals. My father worked for Ge. Green is my favorite color. I enjoy playing tennis. I'm an aspiring singer."". Considering the statement, ""I suspect hidden motives in others"", please indicate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-AGR,ipip214,d27-cs6,plk-ipip-3,likert5_numeric,none,llama2:7b-chat,5,0.9622718309853968,-6.25023078918457,-7.793495178222656,-1.9376870393753052,-2.1135177612304688,-0.3637276589870453
"For the following task, respond in a way that matches this description: ""I love animals. My father worked for Ge. Green is my favorite color. I enjoy playing tennis. I'm an aspiring singer."". Considering the statement, ""[REDACTED]"", please rate how much you agree on a scale from 1 to 5 (where 1 = ""very slightly or not at all agree"", 2 = ""agree a little"", 3 = ""agree moderately"", 4 = ""agree quite a bit"", and 5 = ""agree extremely"").

RATING: ",PANAS,Positive and Negative Affect Schedule (PANAS) Scales,NA,panas8,d27-cs6,plk-panas-9,likert5_numeric,none,llama2:7b-chat,5,0.9401679791634875,-6.685511589050293,-8.301466941833496,-2.972855806350708,-2.487454652786255,-0.21766772866249084
"For the following task, respond in a way that matches this description: ""I love animals. My father worked for Ge. Green is my favorite color. I enjoy playing tennis. I'm an aspiring singer."". Evaluating the statement, ""I waste my time"", please rate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-CON,ipip205,d27-ev2,plk-ipip-9,likert5_numeric,none,llama2:7b-chat,5,0.9063126993496977,-4.708564281463623,-6.424230098724365,-1.2703908681869507,-1.6351674795150757,-0.8674253225326538
"For the following task, respond in a way that matches this description: ""I love animals. My father worked for Ge. Green is my favorite color. I enjoy playing tennis. I'm an aspiring singer."". Evaluating the statement, ""[REDACTED]"", please indicate to what extent this is or is not like you on a scale from 1 to 6 (where 1 = ""not like me at all"", 2 = ""not like me"", 3 = ""a little like me"", 4 = ""moderately like me"", 5 = ""like me"", and 6 = ""very much like me"").

RATING: ",PVQ,Portrait Values Questionnaire (PVQ-RR),SCRT,pvq53,d27-ev2,plk-pvq-109,likert6_numeric,none,llama2:7b-chat,5,0.9738153337776179,-7.323160648345947,-8.623937606811523,-4.4771809577941895,-2.030480146408081,-0.35252824425697327
"For the following task, respond in a way that matches this description: ""I love animals. My father worked for Ge. Green is my favorite color. I enjoy playing tennis. I'm an aspiring singer."". Reflecting on the statement, ""I love to eat"", please rate how accurately this describes you a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-NEU,ipip141,d27-rf2,plk-ipip-0,likert5_numeric,none,llama2:7b-chat,5,0.917383869441023,-5.796249866485596,-8.31861686706543,-2.2891077995300293,-2.0320067405700684,-0.3832067847251892
"For the following task, respond in a way that matches this description: ""I love animals. My father worked for Ge. Green is my favorite color. I enjoy playing tennis. I'm an aspiring singer."". Reflecting on the statement, ""[REDACTED]"", please rate how much you agree or disagree that this describes you on a scale from 1 to 5 (where 1 = ""strongly disagree"", 2 = ""disagree"", 3 = ""neither agree nor disagree"", 4 = ""agree"", 5 = ""strongly agree"").

RATING: ",SSCS,Short Scale of Creative Self,CSE,sscs6,d27-rf2,plk-sscs-109,likert5_numeric,none,llama2:7b-chat,5,0.9145771290879408,-5.211528301239014,-9.077444076538086,-2.6296143531799316,-2.656984806060791,-0.2656024694442749
"For the following task, respond in a way that matches this description: ""I love animals. My father worked for Ge. Green is my favorite color. I enjoy playing tennis. I'm an aspiring singer."". Regarding the statement, ""I am often in a bad mood"", please rate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-NEU,ipip96,d27-rg6,plk-ipip-9,likert5_numeric,none,llama2:7b-chat,5,0.9477388085031704,-5.483370780944824,-6.575747489929199,-1.7014837265014648,-1.550349235534668,-0.6022043228149414
"For the following task, respond in a way that matches this description: ""I love animals. My father worked for Ge. Green is my favorite color. I enjoy playing tennis. I'm an aspiring singer."". Regarding the statement, ""I believe that others have good intentions"", please rate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-AGR,ipip34,d27-rg6,plk-ipip-9,likert5_numeric,none,llama2:7b-chat,5,0.9711142009440572,-6.36375617980957,-7.689558982849121,-1.946944236755371,-1.9517431259155273,-0.37950798869132996
"For the following task, respond in a way that matches this description: ""I love animals. My father worked for Ge. Green is my favorite color. I enjoy playing tennis. I'm an aspiring singer."". Regarding the statement, ""I have frequent mood swings"", please indicate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-NEU,ipip131,d27-rg6,plk-ipip-103,likert5_numeric,none,llama2:7b-chat,5,0.982704166991637,-6.027554988861084,-6.647376537322998,-1.8526885509490967,-1.7663295269012451,-0.4289061725139618
"For the following task, respond in a way that matches this description: ""I love animals. My father worked for Ge. Green is my favorite color. I enjoy playing tennis. I'm an aspiring singer."". Regarding the statement, ""I need a push to get started"", please indicate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-CON,ipip235,d27-rg6,plk-ipip-3,likert5_numeric,none,llama2:7b-chat,5,0.9842409519317254,-6.15458345413208,-7.466241359710693,-1.8752617835998535,-1.684725284576416,-0.4420228600502014
"For the following task, respond in a way that matches this description: ""I love animals. My father worked for Ge. Green is my favorite color. I enjoy playing tennis. I'm an aspiring singer."". Regarding the statement, ""I sympathize with the homeless"", please rate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-AGR,ipip29,d27-rg6,plk-ipip-9,likert5_numeric,none,llama2:7b-chat,5,0.9456765866454273,-5.863147258758545,-7.059176921844482,-1.5818078517913818,-1.8888700008392334,-0.5359227061271667
"For the following task, respond in a way that matches this description: ""I love animals. My father worked for Ge. Green is my favorite color. I enjoy playing tennis. I'm an aspiring singer."". Regarding the statement, ""[REDACTED]"", please indicate to what extent this is characteristic or uncharacteristic of you on a scale from 1 to 5 (where 1 = ""extremely uncharacteristic of me"", 2 = ""uncharacteristic of me"", 3 = ""neither characteristic nor uncharacteristic of me"", 4 = ""characteristic of me"", and 5 = ""extremely characteristic of me"").

RATING: ",BPAQ,Buss-Perry Aggression Questionnaire,HSTL,bpaq24,d27-rg6,plk-bpaq-109,likert5_numeric,none,llama2:7b-chat,5,0.9809285361232645,-5.09333610534668,-6.962882995605469,-1.8566930294036865,-1.1100976467132568,-0.7171743512153625
"For the following task, respond in a way that matches this description: ""I love animals. My father worked for Ge. Green is my favorite color. I enjoy playing tennis. I'm an aspiring singer."". Regarding the statement, ""[REDACTED]"", please rate how much you agree that this describes you on a scale from 1 to 5 (where 1 = ""strongly disagree"", 2 = ""disagree"", 3 = ""neither agree nor disagree"", 4 = ""agree"", 5 = ""strongly agree"").

RATING: ",SSCS,Short Scale of Creative Self,CSE,sscs6,d27-rg6,plk-sscs-9,likert5_numeric,none,llama2:7b-chat,5,0.9572024257545639,-6.179323673248291,-9.595782279968262,-3.6707851886749268,-3.3538811206817627,-0.11131414026021957
"For the following task, respond in a way that matches this description: ""I love animals. My father worked for Ge. Green is my favorite color. I enjoy playing tennis. I'm an aspiring singer."". Thinking about the statement, ""I feel comfortable with myself"", please rate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-NEU,ipip251,d27-th2,plk-ipip-109,likert5_numeric,none,llama2:7b-chat,5,0.9282548491385727,-5.557103633880615,-7.104981899261475,-1.3660213947296143,-2.195054292678833,-0.5850079655647278
"For the following task, respond in a way that matches this description: ""I love animals. My father worked for Ge. Green is my favorite color. I enjoy playing tennis. I'm an aspiring singer."". Thinking about the statement, ""I postpone decisions"", please rate how accurately this describes you a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-CON,ipip295,d27-th2,plk-ipip-0,likert5_numeric,none,llama2:7b-chat,5,0.9038078484182911,-5.419668197631836,-7.376079559326172,-1.9647618532180786,-2.404276132583618,-0.4031182825565338
"For the following task, respond in a way that matches this description: ""I love kids and dogs. I like to go shopping with my daughters. I like to cook. I love to chat with my friends."". Considering the statement, ""I am passionate about causes"", please indicate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-OPE,ipip73,d22-cs6,plk-ipip-103,likert5_numeric,none,llama2:7b-chat,5,0.9646607553675579,-6.810920715332031,-8.487592697143555,-1.9986536502838135,-1.9307653903961182,-0.3815557658672333
"For the following task, respond in a way that matches this description: ""I love kids and dogs. I like to go shopping with my daughters. I like to cook. I love to chat with my friends."". Considering the statement, ""I complete tasks successfully"", please indicate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-CON,ipip5,d22-cs6,plk-ipip-103,likert5_numeric,none,llama2:7b-chat,5,0.9517194201901117,-6.2399797439575195,-8.112428665161133,-1.4820767641067505,-1.7065144777297974,-0.6146928071975708
"For the following task, respond in a way that matches this description: ""I love kids and dogs. I like to go shopping with my daughters. I like to cook. I love to chat with my friends."". Considering the statement, ""I plunge into tasks with all my heart"", please rate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-CON,ipip110,d22-cs6,plk-ipip-109,likert5_numeric,none,llama2:7b-chat,5,0.9264176066256888,-5.590854167938232,-7.296767711639404,-1.089377760887146,-2.018174648284912,-0.7925599813461304
"For the following task, respond in a way that matches this description: ""I love kids and dogs. I like to go shopping with my daughters. I like to cook. I love to chat with my friends."". Considering the statement, ""I seldom get mad"", please indicate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-NEU,ipip186,d22-cs6,plk-ipip-3,likert5_numeric,none,llama2:7b-chat,5,0.9345769866566366,-6.151272773742676,-7.920422554016113,-2.0066652297973633,-1.743245005607605,-0.4736984968185425
"For the following task, respond in a way that matches this description: ""I love kids and dogs. I like to go shopping with my daughters. I like to cook. I love to chat with my friends."". Considering the statement, ""Likes artistic and creative experiences"", please rate how much you agree on a scale from 1 to 5 (where 1 = ""disagree strongly"", 2 = ""disagree a little"", 3 = ""neither agree nor disagree"", 4 = ""agree a little"", and 5 = ""agree strongly"").

RATING: ",BFI,Big Five Inventory,BFI-OPE,bf30,d22-cs6,plk-bfi-9,likert5_numeric,none,llama2:7b-chat,5,0.9761384727338998,-5.910825729370117,-9.20195198059082,-2.512094736099243,-3.20204758644104,-0.16069626808166504
"For the following task, respond in a way that matches this description: ""I love kids and dogs. I like to go shopping with my daughters. I like to cook. I love to chat with my friends."". Considering the statement, ""[REDACTED]"", please rate your level of agreement or disagreement on a scale from 1 to 5 (where 1 = ""very slightly or not at all agree"", 2 = ""agree a little"", 3 = ""agree moderately"", 4 = ""agree quite a bit"", and 5 = ""agree extremely"").

RATING: ",PANAS,Positive and Negative Affect Schedule (PANAS) Scales,PA,panas1,d22-cs6,plk-panas-103,likert5_numeric,none,llama2:7b-chat,5,0.9461666087775866,-6.3673014640808105,-7.990487575531006,-2.1380982398986816,-1.6009469032287598,-0.47076085209846497
"For the following task, respond in a way that matches this description: ""I love kids and dogs. I like to go shopping with my daughters. I like to cook. I love to chat with my friends."". Evaluating the statement, ""I seldom get mad"", please rate how accurately this describes you a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-NEU,ipip186,d22-ev2,plk-ipip-0,likert5_numeric,none,llama2:7b-chat,5,0.9600747267605697,-5.865922927856445,-7.954111099243164,-2.029224157333374,-1.4968106746673584,-0.5081480145454407
"For the following task, respond in a way that matches this description: ""I love kids and dogs. I like to go shopping with my daughters. I like to cook. I love to chat with my friends."". Evaluating the statement, ""[REDACTED]"", please indicate to what extent this is characteristic or uncharacteristic of you on a scale from 1 to 5 (where 1 = ""extremely uncharacteristic of me"", 2 = ""uncharacteristic of me"", 3 = ""neither characteristic nor uncharacteristic of me"", 4 = ""characteristic of me"", and 5 = ""extremely characteristic of me"").

RATING: ",BPAQ,Buss-Perry Aggression Questionnaire,PHYS,bpaq6,d22-ev2,plk-bpaq-109,likert5_numeric,none,llama2:7b-chat,4,0.9864041329976848,-5.7901835441589355,-7.784730434417725,-1.326444149017334,-0.873351514339447,-1.2041010856628418
"For the following task, respond in a way that matches this description: ""I love kids and dogs. I like to go shopping with my daughters. I like to cook. I love to chat with my friends."". Reflecting on the statement, ""I think that all will be well"", please indicate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-AGR,ipip154,d22-rf2,plk-ipip-3,likert5_numeric,none,llama2:7b-chat,5,0.9838428862936552,-7.089482307434082,-8.620967864990234,-1.4772367477416992,-1.9883966445922852,-0.481839120388031
"For the following task, respond in a way that matches this description: ""I love kids and dogs. I like to go shopping with my daughters. I like to cook. I love to chat with my friends."". Reflecting on the statement, ""I work hard"", please rate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-CON,ipip50,d22-rf2,plk-ipip-9,likert5_numeric,none,llama2:7b-chat,5,0.945745234228187,-5.564143657684326,-7.282227039337158,-1.1622908115386963,-1.5307962894439697,-0.8865073323249817
"For the following task, respond in a way that matches this description: ""I love kids and dogs. I like to go shopping with my daughters. I like to cook. I love to chat with my friends."". Reflecting on the statement, ""Likes to think and play with ideas"", please rate how much you agree or disagree on a scale from 1 to 5 (where 1 = ""disagree strongly"", 2 = ""disagree a little"", 3 = ""neither agree nor disagree"", 4 = ""agree a little"", and 5 = ""agree strongly"").

RATING: ",BFI,Big Five Inventory,BFI-OPE,bf40,d22-rf2,plk-bfi-109,likert5_numeric,none,llama2:7b-chat,5,0.9621081161830677,-4.379593849182129,-7.998099327087402,-1.515974998474121,-2.9993810653686523,-0.3859129548072815
"For the following task, respond in a way that matches this description: ""I love kids and dogs. I like to go shopping with my daughters. I like to cook. I love to chat with my friends."". Reflecting on the statement, ""[REDACTED]"", think about how much that person is or is not like you. Rate how much the person described is like you on a scale from 1 to 6 (where 1 = ""not like me at all"", 2 = ""not like me"", 3 = ""a little like me"", 4 = ""moderately like me"", 5 = ""like me"", and 6 = ""very much like me"").

RATING: ",PVQ,Portrait Values Questionnaire (PVQ-RR),CONF,pvq31,d22-rf2,plk-pvq-0,likert6_numeric,none,llama2:7b-chat,5,0.9855682076291,-8.197468757629395,-8.640410423278809,-3.8433451652526855,-1.7457003593444824,-0.2635950446128845
"For the following task, respond in a way that matches this description: ""I love kids and dogs. I like to go shopping with my daughters. I like to cook. I love to chat with my friends."". Regarding the statement, ""I leave my belongings around"", please rate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-CON,ipip220,d22-rg6,plk-ipip-109,likert5_numeric,none,llama2:7b-chat,3,0.965711947029153,-5.396407127380371,-6.047970771789551,-0.700392484664917,-1.6492259502410889,-1.3084914684295654
"For the following task, respond in a way that matches this description: ""I love kids and dogs. I like to go shopping with my daughters. I like to cook. I love to chat with my friends."". Thinking about the statement, ""Can be kind of careless"", please rate your level of agreement on a scale from 1 to 5 (where 1 = ""disagree strongly"", 2 = ""disagree a little"", 3 = ""neither agree nor disagree"", 4 = ""agree a little"", and 5 = ""agree strongly"").

RATING: ",BFI,Big Five Inventory,BFI-CON,bf8,d22-th2,plk-bfi-3,likert5_numeric,none,llama2:7b-chat,5,0.9178635286693554,-3.938464641571045,-6.442897319793701,-1.15571928024292,-1.6667723655700684,-0.9336734414100647
"For the following task, respond in a way that matches this description: ""I love kids and dogs. I like to go shopping with my daughters. I like to cook. I love to chat with my friends."". Thinking about the statement, ""I am always on the go"", please indicate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-EXT,ipip47,d22-th2,plk-ipip-3,likert5_numeric,none,llama2:7b-chat,5,0.9533287025405369,-7.252190589904785,-8.436240196228027,-2.2265536785125732,-1.2871463298797607,-0.5648487210273743
"For the following task, respond in a way that matches this description: ""I love kids and dogs. I like to go shopping with my daughters. I like to cook. I love to chat with my friends."". Thinking about the statement, ""I do not like art"", please rate how accurately this describes you a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-OPE,ipip158,d22-th2,plk-ipip-0,likert5_numeric,none,llama2:7b-chat,5,0.9362949004573777,-5.331794738769531,-7.764436721801758,-1.8596479892730713,-2.2704145908355713,-0.3974401652812958
"For the following task, respond in a way that matches this description: ""I love kids and dogs. I like to go shopping with my daughters. I like to cook. I love to chat with my friends."". Thinking about the statement, ""I often feel blue"", please rate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-NEU,ipip11,d22-th2,plk-ipip-9,likert5_numeric,none,llama2:7b-chat,5,0.9463870048211291,-5.624724388122559,-6.924351692199707,-1.0609216690063477,-1.780350685119629,-0.8507833480834961
"For the following task, respond in a way that matches this description: ""I love kids and dogs. I like to go shopping with my daughters. I like to cook. I love to chat with my friends."". Thinking about the statement, ""I sympathize with the homeless"", please indicate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-AGR,ipip29,d22-th2,plk-ipip-3,likert5_numeric,none,llama2:7b-chat,5,0.9401242837370284,-6.179821491241455,-7.383655071258545,-1.3356473445892334,-1.9968526363372803,-0.6186291575431824
"For the following task, respond in a way that matches this description: ""I love to go horseback riding whenever I can. I'm a mother of two beautiful boys. My family and I go camping every month. My favorite artist is Justin Bieber."". Considering the statement, ""Can be moody"", please indicate the extent to which you agree or disagree on a scale from 1 to 5 (where 1 = ""disagree strongly"", 2 = ""disagree a little"", 3 = ""neither agree nor disagree"", 4 = ""agree a little"", and 5 = ""agree strongly"").

RATING: ",BFI,Big Five Inventory,BFI-NEU,bf29,d37-cs6,plk-bfi-0,likert5_numeric,none,llama2:7b-chat,5,0.9889993135349919,-4.688314437866211,-7.97906494140625,-2.025402069091797,-3.2585105895996094,-0.21187210083007812
"For the following task, respond in a way that matches this description: ""I love to go horseback riding whenever I can. I'm a mother of two beautiful boys. My family and I go camping every month. My favorite artist is Justin Bieber."". Considering the statement, ""I act comfortably with others"", please indicate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-EXT,ipip92,d37-cs6,plk-ipip-3,likert5_numeric,none,llama2:7b-chat,5,0.9469104911609034,-6.876821041107178,-8.980926513671875,-2.949150562286377,-1.6500630378723145,-0.3547748923301697
